Function Name,Metric Name,Device,Suspicion Score,β_normal(%),β_abnormal(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal,μ_abnormal,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn,gpu_usage,GPU 6,0.365004,0.034586,0.041029,0.006443,24.689945,0.004931,0.002533,2.142857,100.000000,97.857143,258.905664,31.962620,0.000000,0.000607
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn,gpu_sm_frequency,GPU 6,0.356750,0.799443,0.917300,0.117857,0.759185,0.317922,0.029662,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn,gpu_frequency,GPU 6,0.356750,0.799443,0.917300,0.117857,0.759185,0.317922,0.029662,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn,process_gpu_usage,GPU 6,0.352251,0.034633,0.041029,0.006395,25.546913,0.005103,0.004015,2.166667,100.000000,97.833333,239.641747,29.533314,0.000000,0.000993
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_frequency,GPU 6,0.343814,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_frequency,GPU 6,0.343814,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_sm_occupancy,GPU 6,0.332827,0.755600,0.939800,0.184200,1.230073,0.145496,0.026224,0.012486,0.022714,0.010229,0.578352,0.576805,0.359817,0.193824
Memcpy DtoD (Device -> Device),gpu_link_transmit,GPU 6,0.314031,0.046929,0.103243,0.056314,5.378515,0.001287,0.021165,878297103.920457,1141508171.428571,263211067.508114,0.185502,0.197889,0.735569,0.247013
Memcpy DtoD (Device -> Device),gpu_link_receive,GPU 6,0.314031,0.046929,0.103243,0.056314,5.378515,0.001287,0.021165,878297940.725200,1141507714.285714,263209773.560514,0.185501,0.197886,0.735570,0.247013
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_sm_util,GPU 6,0.313482,0.755600,0.939800,0.184200,1.230073,0.145496,0.026224,0.134329,0.226857,0.092529,0.499163,0.471782,0.445853,0.196849
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_frequency,GPU 6,0.288266,0.066614,0.117371,0.050757,3.411532,0.004293,0.017483,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_frequency,GPU 6,0.288266,0.066614,0.117371,0.050757,3.411532,0.004293,0.017483,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_sm_frequency,GPU 6,0.274133,0.074329,0.125743,0.051414,3.064055,0.005914,0.021308,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_frequency,GPU 6,0.274133,0.074329,0.125743,0.051414,3.064055,0.005914,0.021308,119142.857143,141000.000000,21857.142857,2.267787,2.267787,0.000965,0.002303
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_link_transmit,GPU 6,0.263115,0.755600,0.939800,0.184200,1.230073,0.145496,0.026224,877939208.415800,1141508171.428571,263568963.012771,0.185742,0.198350,0.735233,0.247013
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_link_receive,GPU 6,0.263115,0.755600,0.939800,0.184200,1.230073,0.145496,0.026224,877940043.185771,1141507714.285714,263567671.099943,0.185741,0.198347,0.735234,0.247013
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_occupancy,GPU 6,0.252784,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,0.012529,0.022714,0.010186,0.576017,0.574433,0.361733,0.193824
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_util,GPU 6,0.247135,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,0.134743,0.226857,0.092114,0.497004,0.469345,0.447815,0.196849
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_transmit,GPU 6,0.232446,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,879713527.316829,1141508171.428571,261794644.111743,0.184549,0.196087,0.736902,0.247013
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_receive,GPU 6,0.232445,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,879714372.174500,1141507714.285714,261793342.111214,0.184548,0.196084,0.736903,0.247013
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_mem_frequency,GPU 6,0.226579,0.755600,0.939800,0.184200,1.230073,0.145496,0.026224,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_mem_used,GPU 6,0.226579,0.755600,0.939800,0.184200,1.230073,0.145496,0.026224,85.668300,96.221900,10.553600,0.000000,0.000000,0.000000,0.000412
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_used,GPU 6,0.221905,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,85.668300,96.221900,10.553600,0.000000,0.000000,0.000000,0.000412
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_frequency,GPU 6,0.221905,0.058014,0.111771,0.053757,4.127908,0.002239,0.017483,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_occupancy,GPU 6,0.202476,0.066614,0.117371,0.050757,3.411532,0.004293,0.017483,0.012471,0.022714,0.010243,0.579125,0.577590,0.359182,0.193824
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_util,GPU 6,0.197136,0.066614,0.117371,0.050757,3.411532,0.004293,0.017483,0.134229,0.226857,0.092629,0.499682,0.472368,0.445381,0.196849
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_sm_occupancy,GPU 6,0.187152,0.074329,0.125743,0.051414,3.064055,0.005914,0.021308,0.012500,0.022714,0.010214,0.577576,0.576017,0.360454,0.193824
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_transmit,GPU 6,0.183256,0.066614,0.117371,0.050757,3.411532,0.004293,0.017483,877505046.724257,1141508171.428571,264003124.704314,0.186034,0.198911,0.734825,0.247013
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_receive,GPU 6,0.183256,0.066614,0.117371,0.050757,3.411532,0.004293,0.017483,877505879.025843,1141507714.285714,264001835.259872,0.186033,0.198908,0.734826,0.247013
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_sm_util,GPU 6,0.181762,0.074329,0.125743,0.051414,3.064055,0.005914,0.021308,0.134429,0.226857,0.092429,0.498644,0.471195,0.446326,0.196849
