Function Name,Metric Name,Device,Suspicion Score,β_normal(%),β_abnormal(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal,μ_abnormal,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn,gpu_mem_frequency,GPU 7,19.403860,3.166757,1.490667,-1.676090,-11.576857,0.000000,0.001166,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn,process_gpu_usage,GPU 7,14.779110,3.035457,1.490667,-1.544790,-3.686569,0.000037,0.001166,7.142857,3.907967,-3.234890,-4.687802,-5.880496,0.000005,0.002200
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_frequency,GPU 7,14.024113,2.192529,1.029883,-1.162645,-11.684281,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_sm_frequency,GPU 7,14.024113,2.192529,1.029883,-1.162645,-11.684281,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_mem_used,GPU 7,13.584674,2.192529,1.029883,-1.162645,-11.684281,0.000000,0.001166,85.704900,85.705000,0.000100,0.000000,0.000000,0.000000,0.000721
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_mem_frequency,GPU 7,13.584674,2.192529,1.029883,-1.162645,-11.684281,0.000000,0.001166,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_sm_occupancy,GPU 7,11.687230,0.679329,0.315500,-0.363829,-32.088625,0.000000,0.001166,0.026714,0.028000,0.001286,0.035318,0.034278,0.952245,0.124464
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_sm_util,GPU 7,11.680493,0.679329,0.315500,-0.363829,-32.088625,0.000000,0.001166,0.264286,0.274983,0.010698,0.029787,0.015761,0.959939,0.121744
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_link_transmit,GPU 7,11.674759,0.679329,0.315500,-0.363829,-32.088625,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_link_receive,GPU 7,11.674759,0.679329,0.315500,-0.363829,-32.088625,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,process_gpu_usage,GPU 7,10.073920,2.098529,1.029883,-1.068645,-3.554650,0.000047,0.001166,7.142857,3.911150,-3.231707,-4.683189,-5.872164,0.000005,0.002200
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_usage,GPU 7,8.926144,0.670629,0.315500,-0.355129,-11.451497,0.000000,0.001166,7.142857,3.500000,-3.642857,-9.638094,-13.683469,0.000031,0.001758
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_sm_frequency,GPU 7,4.200980,0.670629,0.315500,-0.355129,-11.451497,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_frequency,GPU 7,4.200980,0.670629,0.315500,-0.355129,-11.451497,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_mem_used,GPU 7,4.066754,0.670629,0.315500,-0.355129,-11.451497,0.000000,0.001166,85.704900,85.705000,0.000100,0.000000,0.000000,0.000000,0.000721
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,gpu_mem_frequency,GPU 7,4.066754,0.670629,0.315500,-0.355129,-11.451497,0.000000,0.001166,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,process_gpu_usage,GPU 7,2.982065,0.639857,0.315500,-0.324357,-3.326562,0.000071,0.001166,7.142857,3.913050,-3.229807,-4.680435,-5.867209,0.000005,0.002200
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_usage,GPU 7,2.901126,0.213700,0.095567,-0.118133,-10.874594,0.000000,0.001166,7.142857,3.500000,-3.642857,-9.638094,-13.683469,0.000031,0.001758
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_sm_occupancy,GPU 7,2.191960,0.216300,0.095567,-0.120733,-18.121103,0.000000,0.001166,0.026714,0.028000,0.001286,0.035318,0.034278,0.952245,0.124464
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_sm_util,GPU 7,2.189724,0.216300,0.095567,-0.120733,-18.121103,0.000000,0.001166,0.264286,0.274983,0.010698,0.029787,0.015761,0.959939,0.121744
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_link_transmit,GPU 7,2.187821,0.216300,0.095567,-0.120733,-18.121103,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_link_receive,GPU 7,2.187821,0.216300,0.095567,-0.120733,-18.121103,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_usage,GPU 7,2.011635,0.170800,0.082167,-0.088633,-9.012679,0.000000,0.001166,7.142857,3.500000,-3.642857,-9.638094,-13.683469,0.000031,0.001758
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_usage,GPU 7,1.751366,0.142643,0.068133,-0.074510,-9.821796,0.000000,0.001166,7.142857,3.500000,-3.642857,-9.638094,-13.683469,0.000031,0.001758
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_usage,GPU 7,1.643921,0.134343,0.063983,-0.070360,-9.681121,0.000000,0.001166,7.142857,3.500000,-3.642857,-9.638094,-13.683469,0.000031,0.001758
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_usage,GPU 7,1.437530,0.117086,0.055833,-0.061252,-9.785496,0.000000,0.001166,7.142857,3.500000,-3.642857,-9.638094,-13.683469,0.000031,0.001758
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_frequency,GPU 7,1.329302,0.213700,0.095567,-0.118133,-10.874594,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_sm_frequency,GPU 7,1.329302,0.213700,0.095567,-0.118133,-10.874594,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_mem_frequency,GPU 7,1.284652,0.213700,0.095567,-0.118133,-10.874594,0.000000,0.001166,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_mem_used,GPU 7,1.284652,0.213700,0.095567,-0.118133,-10.874594,0.000000,0.001166,85.704900,85.705000,0.000100,0.000000,0.000000,0.000000,0.000721
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_sm_occupancy,GPU 7,1.185087,0.173271,0.082167,-0.091105,-12.973677,0.000000,0.001166,0.026714,0.028000,0.001286,0.035318,0.034278,0.952245,0.124464
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_occupancy,GPU 7,1.183734,0.144343,0.068133,-0.076210,-15.498347,0.000000,0.001166,0.026714,0.028000,0.001286,0.035318,0.034278,0.952245,0.124464
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_sm_util,GPU 7,1.183400,0.173271,0.082167,-0.091105,-12.973677,0.000000,0.001166,0.264286,0.274983,0.010698,0.029787,0.015761,0.959939,0.121744
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_util,GPU 7,1.182323,0.144343,0.068133,-0.076210,-15.498347,0.000000,0.001166,0.264286,0.274983,0.010698,0.029787,0.015761,0.959939,0.121744
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_link_transmit,GPU 7,1.181964,0.173271,0.082167,-0.091105,-12.973677,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_link_receive,GPU 7,1.181964,0.173271,0.082167,-0.091105,-12.973677,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_receive,GPU 7,1.181122,0.144343,0.068133,-0.076210,-15.498347,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_transmit,GPU 7,1.181122,0.144343,0.068133,-0.076210,-15.498347,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_sm_occupancy,GPU 7,1.030063,0.135957,0.063983,-0.071974,-14.277354,0.000000,0.003361,0.026714,0.028000,0.001286,0.035318,0.034278,0.952245,0.124464
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_sm_util,GPU 7,1.028730,0.135957,0.063983,-0.071974,-14.277354,0.000000,0.003361,0.264286,0.274983,0.010698,0.029787,0.015761,0.959939,0.121744
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_link_receive,GPU 7,1.027596,0.135957,0.063983,-0.071974,-14.277354,0.000000,0.003361,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_link_transmit,GPU 7,1.027596,0.135957,0.063983,-0.071974,-14.277354,0.000000,0.003361,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",process_gpu_usage,GPU 7,0.978746,0.204157,0.095567,-0.108590,-3.142762,0.000113,0.001166,7.142857,3.911817,-3.231040,-4.682222,-5.870424,0.000005,0.002200
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_occupancy,GPU 7,0.931578,0.118529,0.055833,-0.062695,-14.824546,0.000000,0.001166,0.026714,0.028000,0.001286,0.035318,0.034278,0.952245,0.124464
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_util,GPU 7,0.930417,0.118529,0.055833,-0.062695,-14.824546,0.000000,0.001166,0.264286,0.274983,0.010698,0.029787,0.015761,0.959939,0.121744
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_transmit,GPU 7,0.929428,0.118529,0.055833,-0.062695,-14.824546,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_receive,GPU 7,0.929428,0.118529,0.055833,-0.062695,-14.824546,0.000000,0.001166,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_frequency,GPU 7,0.832324,0.170800,0.082167,-0.088633,-9.012679,0.000000,0.001166,119142.857143,115500.000000,-3642.857143,-0.377964,-0.377964,0.355918,0.440401
