Function Name,Metric Name,Device,Suspicion Score,β_normal(%),β_abnormal(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal,μ_abnormal,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.932552,0.073029,0.134657,0.061629,6.935407,0.000001,0.000583,1654694328.571429,27471916290200.007812,27470261595871.437500,15418.428346,8.196411,0.000000,0.002093
"std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::Half>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::Half, 8>(c10::Half*, c10::Half*, c10::Half const*, float, int, int)",gpu_link_transmit,GPU 7,0.925080,0.117143,0.187343,0.070200,4.981361,0.000000,0.002141,1654694328.571429,27471916290200.007812,27470261595871.437500,15418.428346,8.196411,0.000000,0.002069
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.919444,0.073400,0.134686,0.061286,6.806164,0.000001,0.000583,1654694328.571429,27471916290200.003906,27470261595871.433594,15418.428346,8.196411,0.000000,0.002093
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,0.884272,0.092600,0.156486,0.063886,5.645062,0.000001,0.000583,1654694328.571429,27471916290200.000000,27470261595871.429688,15418.428346,8.196411,0.000000,0.002093
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_usage,GPU 7,0.882434,1.519714,1.860057,0.340343,1.880404,0.002404,0.000583,86.857143,100.000000,13.142857,0.739957,0.712376,0.098001,0.030721
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_link_transmit,GPU 7,0.877122,0.113129,0.180100,0.066971,4.900550,0.000000,0.002141,1654694328.571429,27471916290199.992188,27470261595871.421875,15418.428346,8.196411,0.000000,0.002069
ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_sm_occupancy,GPU 7,0.876134,1.417829,1.777743,0.359914,2.101451,0.001349,0.000583,0.016571,0.010714,-0.005857,-0.332154,-0.332834,0.508809,0.242771
ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_sm_util,GPU 7,0.874964,1.417829,1.777743,0.359914,2.101451,0.001349,0.000583,0.159143,0.098143,-0.061000,-0.324737,-0.329582,0.516678,0.699587
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4>)",gpu_link_transmit,GPU 7,0.860461,0.121657,0.189314,0.067657,4.521547,0.000001,0.000583,1654694328.571429,27471916290199.996094,27470261595871.425781,15418.428346,8.196411,0.000000,0.002093
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,process_gpu_usage,GPU 7,0.847421,1.521929,1.837112,0.315184,1.726658,0.003576,0.000311,90.142857,100.000000,9.857143,0.975320,0.961997,0.041744,0.021139
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,0.846121,0.104771,0.168886,0.064114,5.000658,0.000001,0.000583,1654694328.571429,27471916290199.988281,27470261595871.417969,15418.428346,8.196411,0.000000,0.002093
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_link_receive,GPU 7,0.803344,1.522014,1.860057,0.338043,1.848867,0.002621,0.000583,1654693985.714286,835706142.857143,-818987842.857143,-0.459679,-0.527589,0.351674,0.699587
ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_sm_frequency,GPU 7,0.774634,1.415486,1.777743,0.362257,2.138354,0.001229,0.000583,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_mem_used,GPU 7,0.774634,1.415486,1.777743,0.362257,2.138354,0.001229,0.000583,90.877300,96.389500,5.512200,0.000000,0.000000,0.000000,0.000412
ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_frequency,GPU 7,0.774634,1.415486,1.777743,0.362257,2.138354,0.001229,0.000583,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,gpu_mem_frequency,GPU 7,0.774634,1.415486,1.777743,0.362257,2.138354,0.001229,0.000583,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_sm_occupancy,GPU 7,0.737509,1.522014,1.860057,0.338043,1.848867,0.002621,0.000583,0.016571,0.010714,-0.005857,-0.332154,-0.332834,0.508809,0.242771
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_sm_util,GPU 7,0.736409,1.522014,1.860057,0.338043,1.848867,0.002621,0.000583,0.159143,0.098143,-0.061000,-0.324737,-0.329582,0.516678,0.699587
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_sm_frequency,GPU 7,0.639982,1.519714,1.860057,0.340343,1.880404,0.002404,0.000583,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_mem_used,GPU 7,0.639982,1.519714,1.860057,0.340343,1.880404,0.002404,0.000583,90.877300,96.389500,5.512200,0.000000,0.000000,0.000000,0.000412
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_mem_frequency,GPU 7,0.639982,1.519714,1.860057,0.340343,1.880404,0.002404,0.000583,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_tn,gpu_frequency,GPU 7,0.639982,1.519714,1.860057,0.340343,1.880404,0.002404,0.000583,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
runq,host_cpu_usage,Host,0.624120,5.684950,6.128700,0.443750,0.735295,0.077532,0.027396,8.497750,8.114667,-0.383083,-0.678557,-0.671171,0.108267,0.092719
Memcpy DtoD (Device -> Device),gpu_link_receive,GPU 7,0.621072,0.115671,0.204157,0.088486,6.491304,0.000000,0.000583,1654693985.714286,835706142.857143,-818987842.857143,-0.459679,-0.527589,0.351674,0.699587
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.498007,0.073314,0.135612,0.062298,7.031916,0.000000,0.000311,90.142857,100.000000,9.857143,0.975320,0.961997,0.041744,0.021139
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.495794,0.073171,0.136014,0.062843,7.177049,0.000001,0.000583,86.857143,100.000000,13.142857,0.739957,0.712376,0.098001,0.030721
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.482537,0.073086,0.134538,0.061452,6.890295,0.000000,0.000311,90.142857,100.000000,9.857143,0.975320,0.961997,0.041744,0.021139
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.477735,0.073286,0.136014,0.062729,7.088324,0.000001,0.000583,1654693985.714286,835706142.857143,-818987842.857143,-0.459679,-0.527589,0.351674,0.699587
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.477043,0.073286,0.135543,0.062257,6.950081,0.000001,0.000583,86.857143,100.000000,13.142857,0.739957,0.712376,0.098001,0.030721
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.475820,0.072943,0.134657,0.061714,6.997664,0.000001,0.000583,86.857143,100.000000,13.142857,0.739957,0.712376,0.098001,0.030721
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.469600,0.073429,0.134450,0.061021,6.733667,0.000000,0.000311,90.142857,100.000000,9.857143,0.975320,0.961997,0.041744,0.021139
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.466090,0.073414,0.134013,0.060598,6.729476,0.000000,0.000311,90.142857,100.000000,9.857143,0.975320,0.961997,0.041744,0.021139
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.465988,0.073300,0.134686,0.061386,6.878770,0.000001,0.000583,86.857143,100.000000,13.142857,0.739957,0.712376,0.098001,0.030721
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.465519,0.073286,0.136014,0.062729,7.088324,0.000001,0.000583,0.016571,0.010714,-0.005857,-0.332154,-0.332834,0.508809,0.242771
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.465315,0.073286,0.136014,0.062729,7.088324,0.000001,0.000583,0.159143,0.098143,-0.061000,-0.324737,-0.329582,0.516678,0.699587
"ncclDevKernel_AllGather_RING_LL(ncclDevComm*, unsigned long, ncclWork*)",gpu_usage,GPU 7,0.462768,0.461871,0.292414,-0.169457,-2.018509,0.069945,0.011072,86.857143,100.000000,13.142857,0.739957,0.712376,0.098001,0.030721
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.459934,0.073029,0.134657,0.061629,6.935407,0.000001,0.000583,1654693985.714286,835706142.857143,-818987842.857143,-0.459679,-0.527589,0.351674,0.699587
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.458156,0.073429,0.135543,0.062114,6.848427,0.000001,0.000583,1654693985.714286,835706142.857143,-818987842.857143,-0.459679,-0.527589,0.351674,0.699587
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.451026,0.073171,0.136014,0.062843,7.177049,0.000001,0.000583,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.451026,0.073171,0.136014,0.062843,7.177049,0.000001,0.000583,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.451026,0.073171,0.136014,0.062843,7.177049,0.000001,0.000583,90.877300,96.389500,5.512200,0.000000,0.000000,0.000000,0.000412
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.451026,0.073171,0.136014,0.062843,7.177049,0.000001,0.000583,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.449454,0.073400,0.134686,0.061286,6.806164,0.000001,0.000583,1654693985.714286,835706142.857143,-818987842.857143,-0.459679,-0.527589,0.351674,0.699587
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.447931,0.073029,0.134657,0.061629,6.935407,0.000001,0.000583,0.016571,0.010714,-0.005857,-0.332154,-0.332834,0.508809,0.242771
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.447731,0.073029,0.134657,0.061629,6.935407,0.000001,0.000583,0.159143,0.098143,-0.061000,-0.324737,-0.329582,0.516678,0.699587
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_link_transmit,GPU 7,0.446079,0.117586,0.157900,0.040314,2.868625,0.000088,0.002141,1654694328.571429,27471916290200.000000,27470261595871.429688,15418.428346,8.196411,0.000000,0.002069
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.446059,0.073429,0.135543,0.062114,6.848427,0.000001,0.000583,0.016571,0.010714,-0.005857,-0.332154,-0.332834,0.508809,0.242771
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.445857,0.073429,0.135543,0.062114,6.848427,0.000001,0.000583,0.159143,0.098143,-0.061000,-0.324737,-0.329582,0.516678,0.699587
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_link_transmit,GPU 7,0.440098,0.058443,0.092271,0.033829,4.813233,0.000001,0.000583,1654694328.571429,27471916290199.992188,27470261595871.421875,15418.428346,8.196411,0.000000,0.002069
