Function Name,Metric Name,Device,Suspicion Score,β_normal(%),β_abnormal(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal,μ_abnormal,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,28.264511,0.079986,0.213971,0.133986,210.600152,0.000000,0.002141,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,28.225663,0.079986,0.213971,0.133986,210.600152,0.000000,0.002141,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,28.219771,0.079986,0.213971,0.133986,210.600152,0.000000,0.002141,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,27.378893,0.080057,0.221300,0.141243,193.491147,0.000006,0.002141,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,27.378893,0.080057,0.221300,0.141243,193.491147,0.000006,0.002141,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,27.337941,0.080057,0.221300,0.141243,193.491147,0.000006,0.002141,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,27.331729,0.080057,0.221300,0.141243,193.491147,0.000006,0.002141,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
runq,process_cpu_usage,Host,25.412551,6.115833,5.114800,-1.001033,-2.539569,0.000024,0.000412,1.565956,2.566722,1.000767,27.059929,22.846750,0.000000,0.000412
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,25.127769,0.080429,0.208357,0.127929,196.068776,0.000000,0.000583,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,25.127769,0.080429,0.208357,0.127929,196.068776,0.000000,0.000583,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,25.090677,0.080429,0.208357,0.127929,196.068776,0.000000,0.000583,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,25.085051,0.080429,0.208357,0.127929,196.068776,0.000000,0.000583,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
Memset (Device),gpu_pcie_transmit,GPU 7,24.924860,0.021429,0.087586,0.066157,367.647767,0.000000,0.002045,1097442028.571429,1483390074157.142578,1482292632128.571045,1445.734754,9.104602,0.000000,0.002045
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,22.710195,0.100943,0.237286,0.136343,166.215284,0.000000,0.000583,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_receive,GPU 7,22.710195,0.100943,0.237286,0.136343,166.215284,0.000000,0.000583,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_util,GPU 7,22.670663,0.100943,0.237286,0.136343,166.215284,0.000000,0.000583,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_occupancy,GPU 7,22.664667,0.100943,0.237286,0.136343,166.215284,0.000000,0.000583,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
"std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::Half>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::Half, 8>(c10::Half*, c10::Half*, c10::Half const*, float, int, int)",gpu_link_transmit,GPU 7,16.472463,0.128500,0.248443,0.119943,136.984396,0.000000,0.002141,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::Half>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::Half, 8>(c10::Half*, c10::Half*, c10::Half const*, float, int, int)",gpu_link_receive,GPU 7,16.472463,0.128500,0.248443,0.119943,136.984396,0.000000,0.002141,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::Half>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::Half, 8>(c10::Half*, c10::Half*, c10::Half const*, float, int, int)",gpu_sm_util,GPU 7,16.437686,0.128500,0.248443,0.119943,136.984396,0.000000,0.002141,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::Half>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::Half, 8>(c10::Half*, c10::Half*, c10::Half const*, float, int, int)",gpu_sm_occupancy,GPU 7,16.432412,0.128500,0.248443,0.119943,136.984396,0.000000,0.002141,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
"void vllm::cross_device_reduce_1stage<__half, 2>(vllm::RankData*, vllm::RankSignals, vllm::Signal*, __half*, int, int)",process_gpu_usage,GPU 7,16.043298,76.415386,68.883367,-7.532019,-1.465417,0.263897,0.533800,86.714286,100.000000,13.285714,0.689539,0.664596,0.117908,0.044795
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,15.807771,0.115800,0.236243,0.120443,130.895531,0.000000,0.000583,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_receive,GPU 7,15.807770,0.115800,0.236243,0.120443,130.895531,0.000000,0.000583,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_util,GPU 7,15.772849,0.115800,0.236243,0.120443,130.895531,0.000000,0.000583,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_occupancy,GPU 7,15.767552,0.115800,0.236243,0.120443,130.895531,0.000000,0.000583,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_link_transmit,GPU 7,15.643679,0.124743,0.255986,0.131243,118.844896,0.000001,0.000583,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_link_receive,GPU 7,15.643679,0.124743,0.255986,0.131243,118.844896,0.000001,0.000583,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_sm_util,GPU 7,15.605626,0.124743,0.255986,0.131243,118.844896,0.000001,0.000583,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_sm_occupancy,GPU 7,15.599854,0.124743,0.255986,0.131243,118.844896,0.000001,0.000583,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4>)",gpu_link_transmit,GPU 7,12.424307,0.133657,0.254757,0.121100,102.243903,0.000000,0.000583,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4>)",gpu_link_receive,GPU 7,12.424306,0.133657,0.254757,0.121100,102.243903,0.000000,0.000583,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4>)",gpu_sm_util,GPU 7,12.389195,0.133657,0.254757,0.121100,102.243903,0.000000,0.000583,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4>)",gpu_sm_occupancy,GPU 7,12.383869,0.133657,0.254757,0.121100,102.243903,0.000000,0.000583,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
"void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(unsigned short const*, unsigned short const*, unsigned short*, unsigned short*, long const*, long, long, long, long, long, int, int, int, float const*, float const*)",gpu_link_transmit,GPU 7,10.019757,0.049129,0.112600,0.063471,157.510943,0.000000,0.000583,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
"void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(unsigned short const*, unsigned short const*, unsigned short*, unsigned short*, long const*, long, long, long, long, long, int, int, int, float const*, float const*)",gpu_link_receive,GPU 7,10.019756,0.049129,0.112600,0.063471,157.510943,0.000000,0.000583,1268413028.571429,789924714.285714,-478488314.285714,-0.308211,-0.351526,0.517349,0.247013
"void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(unsigned short const*, unsigned short const*, unsigned short*, unsigned short*, long const*, long, long, long, long, long, int, int, int, float const*, float const*)",gpu_sm_util,GPU 7,10.001353,0.049129,0.112600,0.063471,157.510943,0.000000,0.000583,0.156714,0.165143,0.008429,0.042352,0.061584,0.933643,0.245429
"void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(unsigned short const*, unsigned short const*, unsigned short*, unsigned short*, long const*, long, long, long, long, long, int, int, int, float const*, float const*)",gpu_sm_occupancy,GPU 7,9.998562,0.049129,0.112600,0.063471,157.510943,0.000000,0.000583,0.016286,0.016571,0.000286,0.015651,0.017606,0.975595,0.361969
oncpu,host_cpu_usage,Host,9.057878,165.790778,163.498878,-2.291900,-0.855024,0.066256,0.077389,8.288111,9.120000,0.831889,3.265384,3.097103,0.000007,0.000412
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_link_transmit,GPU 7,7.376371,0.063429,0.124414,0.060986,120.600920,0.000000,0.002069,1268414671.428571,789925285.714286,-478489385.714286,-0.308211,-0.351529,0.517348,0.247013
