Function Name,Metric Name,Device,Suspicion Score,β_normal_pid_2300005(%),β_abnormal_pid_2329762(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal_pid_2300005,μ_abnormal_pid_2329762,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_stages_64x5_tn,gpu_link_receive,GPU 7,4.455511,0.823050,0.239250,-0.583800,-7.631914,0.000000,0.004040,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_stages_64x5_tn,gpu_mem_used,GPU 7,4.446167,0.823525,0.239250,-0.584275,-7.609717,0.000000,0.004040,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_stages_64x5_tn,gpu_mem_frequency,GPU 7,4.446167,0.823525,0.239250,-0.584275,-7.609717,0.000000,0.004040,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
oncpu,host_cpu_usage,Host,4.200728,156.310822,157.460150,1.149328,0.510006,0.221660,0.413986,5.558333,6.740825,1.182492,3.354208,3.144938,0.000003,0.002797
"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, false, false, cutlass::half_t, Flash_kernel_traits<128, 64, 128, 4, cutlass::half_t> >, false, false, false, false, true, false, true, false>(flash::Flash_fwd_params)",gpu_usage,GPU 7,3.521876,0.230088,0.068450,-0.161637,-6.321708,0.000000,0.008360,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void vllm::reshape_and_cache_flash_kernel<unsigned short, unsigned short, (vllm::Fp8KVCacheDataType)0>(unsigned short const*, unsigned short const*, unsigned short*, unsigned short*, long const*, long, long, long, long, long, int, int, int, float const*, float const*)",process_gpu_usage,GPU 7,3.438750,0.073138,0.021750,-0.051388,-31.559648,0.000000,0.008360,10.875000,3.000000,-7.875000,-22.273864,-35.358383,0.000000,0.002686
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4>)",gpu_usage,GPU 7,2.962829,0.190163,0.054300,-0.135862,-6.340533,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void flashinfer::sampling::TopKRenormProbKernel<1024u, (cub::CUB_200301_750_800_890_900_NS::BlockReduceAlgorithm)2, 4u, float, int>(float*, float*, int*, unsigned int, unsigned int)",process_gpu_usage,GPU 7,2.962324,0.088925,0.007375,-0.081550,-0.966867,0.029140,0.008247,10.875000,3.000000,-7.875000,-22.273864,-35.358383,0.000000,0.002686
"std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::Half>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::Half, 8>(c10::Half*, c10::Half*, c10::Half const*, float, int, int)",gpu_usage,GPU 7,2.873261,0.187163,0.055475,-0.131688,-6.351761,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_usage,GPU 7,2.694727,0.174512,0.051400,-0.123112,-6.421312,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, false, false, cutlass::half_t, Flash_kernel_traits<128, 64, 128, 4, cutlass::half_t> >, 4, 5, true>(flash::Flash_fwd_params)",gpu_usage,GPU 7,2.463081,0.166038,0.051300,-0.114738,-6.000074,0.000001,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_usage,GPU 7,2.420802,0.158275,0.046800,-0.111475,-6.249081,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_usage,GPU 7,2.132761,0.139925,0.041675,-0.098250,-6.240472,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void flashinfer::sampling::TopKRenormProbKernel<1024u, (cub::CUB_200301_750_800_890_900_NS::BlockReduceAlgorithm)2, 4u, float, int>(float*, float*, int*, unsigned int, unsigned int)",gpu_usage,GPU 7,2.005677,0.128537,0.007375,-0.121163,-1.086592,0.017981,0.008360,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_usage,GPU 7,1.757947,0.113075,0.032775,-0.080300,-6.425219,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,1.725130,0.111812,0.032850,-0.078962,-6.380438,0.000000,0.008247,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,1.697103,0.110887,0.033100,-0.077787,-6.350147,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_usage,GPU 7,1.684525,0.109162,0.032050,-0.077113,-6.378012,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,1.638615,0.107863,0.032525,-0.075338,-6.283305,0.000000,0.004040,10.500000,3.000000,-7.500000,-9.921567,-15.467021,0.000000,0.005304
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_sm_util,GPU 7,1.618950,0.304463,0.090225,-0.214238,-6.596399,0.000000,0.004040,0.391500,0.067250,-0.324250,-0.943406,-0.960402,0.037147,0.045593
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_sm_occupancy,GPU 7,1.615466,0.304463,0.090225,-0.214238,-6.596399,0.000000,0.004040,0.039500,0.006750,-0.032750,-0.942610,-0.944140,0.036970,0.042449
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_frequency,GPU 7,1.483080,0.305025,0.090225,-0.214800,-6.550914,0.000000,0.004040,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.595883
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_sm_frequency,GPU 7,1.483080,0.305025,0.090225,-0.214800,-6.550914,0.000000,0.004040,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.595883
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_link_transmit,GPU 7,1.413196,0.304463,0.090225,-0.214238,-6.596399,0.000000,0.004040,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_link_receive,GPU 7,1.413196,0.304463,0.090225,-0.214238,-6.596399,0.000000,0.004040,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_mem_frequency,GPU 7,1.407136,0.305025,0.090225,-0.214800,-6.550914,0.000000,0.004040,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void vllm::act_and_mul_kernel<c10::Half, &(c10::Half vllm::silu_kernel<c10::Half>(c10::Half const&)), true>(c10::Half*, c10::Half const*, int)",gpu_mem_used,GPU 7,1.407136,0.305025,0.090225,-0.214800,-6.550914,0.000000,0.004040,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",process_gpu_usage,GPU 7,1.262573,0.023075,0.006400,-0.016675,-40.358118,0.000000,0.008134,10.875000,3.000000,-7.875000,-22.273864,-35.358383,0.000000,0.002686
"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, false, false, cutlass::half_t, Flash_kernel_traits<128, 64, 128, 4, cutlass::half_t> >, false, false, false, false, true, false, true, false>(flash::Flash_fwd_params)",gpu_sm_util,GPU 7,1.177843,0.229988,0.068450,-0.161538,-6.331050,0.000000,0.008360,0.391500,0.067250,-0.324250,-0.943406,-0.960402,0.037147,0.045593
"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, false, false, cutlass::half_t, Flash_kernel_traits<128, 64, 128, 4, cutlass::half_t> >, false, false, false, false, true, false, true, false>(flash::Flash_fwd_params)",gpu_sm_occupancy,GPU 7,1.175216,0.229988,0.068450,-0.161538,-6.331050,0.000000,0.008360,0.039500,0.006750,-0.032750,-0.942610,-0.944140,0.036970,0.042449
